file,species,score,identity
SiteD_20250617_054438.wav,Phylloscopus trochilus,0.78,FALSE
SiteD_20250602_083657.wav,Phylloscopus trochilus,0.18,TRUE
SiteD_20250526_073034.wav,Phylloscopus trochilus,0.13,FALSE
SiteD_20250524_080130.wav,Phylloscopus trochilus,0.14,FALSE
SiteD_20250514_051442.wav,Phylloscopus trochilus,0.43,FALSE
SiteD_20250526_073008.wav,Phylloscopus trochilus,0.85,TRUE
SiteD_20250531_073557.wav,Phylloscopus trochilus,0.91,TRUE
SiteD_20250512_065707.wav,Phylloscopus trochilus,0.92,TRUE
SiteD_20250512_083153.wav,Phylloscopus trochilus,0.81,TRUE
SiteD_20250521_082122.wav,Phylloscopus trochilus,0.64,TRUE
SiteD_20250602_063247.wav,Phylloscopus trochilus,0.48,TRUE
SiteD_20250526_044757.wav,Phylloscopus trochilus,0.45,FALSE
SiteD_20250531_050919.wav,Phylloscopus trochilus,0.59,TRUE
SiteD_20250508_041358.wav,Phylloscopus trochilus,0.78,TRUE
SiteD_20250531_051633.wav,Phylloscopus trochilus,0.43,FALSE
SiteD_20250612_065053.wav,Phylloscopus trochilus,0.71,TRUE
SiteD_20250526_042746.wav,Phylloscopus trochilus,0.51,TRUE
SiteD_20250607_060016.wav,Phylloscopus trochilus,0.61,TRUE
SiteD_20250520_042327.wav,Phylloscopus trochilus,0.76,FALSE
SiteD_20250623_060449.wav,Phylloscopus trochilus,0.17,TRUE
SiteD_20250616_080534.wav,Phylloscopus trochilus,0.6,TRUE
SiteD_20250609_054943.wav,Phylloscopus trochilus,0.57,TRUE
SiteD_20250529_081531.wav,Phylloscopus trochilus,0.85,TRUE
SiteD_20250614_050320.wav,Phylloscopus trochilus,0.65,TRUE
SiteD_20250611_045124.wav,Phylloscopus trochilus,0.85,TRUE
SiteD_20250528_092325.wav,Phylloscopus trochilus,0.86,TRUE
SiteD_20250519_042304.wav,Phylloscopus trochilus,0.96,TRUE
SiteD_20250516_062050.wav,Phylloscopus trochilus,0.82,TRUE
SiteD_20250608_071945.wav,Phylloscopus trochilus,0.97,TRUE
SiteD_20250611_041719.wav,Phylloscopus trochilus,0.62,FALSE
SiteD_20250617_071617.wav,Phylloscopus trochilus,0.6,TRUE
SiteD_20250606_063204.wav,Phylloscopus trochilus,0.71,FALSE
SiteD_20250606_092407.wav,Phylloscopus trochilus,0.32,FALSE
SiteD_20250527_044604.wav,Phylloscopus trochilus,0.29,FALSE
SiteD_20250512_070510.wav,Turdus philomelos,0.87,TRUE
SiteD_20250515_042837.wav,Turdus philomelos,0.83,TRUE
SiteD_20250507_091015.wav,Turdus philomelos,0.59,TRUE
SiteD_20250424_043944.wav,Turdus philomelos,0.58,TRUE
SiteD_20250514_063901.wav,Turdus philomelos,0.57,TRUE
SiteD_20250503_065936.wav,Turdus philomelos,0.72,TRUE
SiteD_20250523_085254.wav,Turdus philomelos,0.18,FALSE
SiteD_20250421_055330.wav,Turdus philomelos,0.81,TRUE
SiteD_20250518_092859.wav,Turdus philomelos,0.23,FALSE
SiteD_20250503_071317.wav,Turdus philomelos,0.76,TRUE
SiteD_20250511_044807.wav,Turdus philomelos,0.88,TRUE
SiteD_20250514_071001.wav,Turdus philomelos,0.22,FALSE
SiteD_20250603_092749.wav,Turdus philomelos,0.49,FALSE
SiteD_20250505_045145.wav,Turdus philomelos,1,TRUE
SiteD_20250523_095814.wav,Turdus philomelos,0.45,FALSE
SiteD_20250513_085857.wav,Turdus philomelos,0.17,TRUE
SiteD_20250516_041807.wav,Turdus philomelos,0.34,FALSE
SiteD_20250429_053219.wav,Turdus philomelos,0.9,TRUE
SiteD_20250424_093355.wav,Turdus philomelos,0.95,TRUE
SiteD_20250529_082756.wav,Turdus philomelos,0.27,FALSE
SiteD_20250504_073226.wav,Turdus philomelos,0.87,TRUE
SiteD_20250425_072045.wav,Turdus philomelos,0.92,TRUE
SiteD_20250504_065217.wav,Turdus philomelos,0.48,TRUE
SiteD_20250508_064806.wav,Turdus philomelos,0.48,TRUE
SiteD_20250424_072839.wav,Turdus philomelos,0.87,TRUE
SiteD_20250511_054342.wav,Turdus philomelos,0.5,TRUE
SiteD_20250530_091757.wav,Turdus philomelos,0.84,TRUE
SiteD_20250509_061828.wav,Turdus philomelos,0.17,FALSE
SiteD_20250510_064025.wav,Turdus philomelos,0.5,TRUE
SiteD_20250517_043009.wav,Turdus philomelos,0.77,TRUE
SiteD_20250508_062141.wav,Turdus philomelos,0.8,TRUE
SiteD_20250629_082011.wav,Turdus philomelos,0.64,TRUE
SiteD_20250513_051902.wav,Turdus philomelos,0.33,FALSE
SiteD_20250519_060950.wav,Turdus philomelos,0.93,TRUE
SiteD_20250508_045034.wav,Turdus philomelos,0.49,TRUE
SiteD_20250513_050141.wav,Turdus philomelos,0.69,TRUE
SiteD_20250507_060842.wav,Turdus philomelos,0.37,TRUE
SiteD_20250507_084145.wav,Turdus philomelos,0.69,TRUE
SiteD_20250510_085517.wav,Turdus philomelos,0.52,FALSE
SiteD_20250513_055009.wav,Turdus philomelos,0.46,TRUE
SiteD_20250531_050223.wav,Turdus philomelos,0.96,TRUE
SiteD_20250428_041418.wav,Turdus philomelos,0.58,TRUE
SiteD_20250514_092940.wav,Turdus philomelos,0.45,FALSE
SiteD_20250516_095552.wav,Turdus philomelos,0.28,FALSE
SiteD_20250519_070332.wav,Turdus philomelos,0.74,TRUE
SiteD_20250520_054219.wav,Turdus philomelos,0.69,TRUE
SiteD_20250616_094224.wav,Turdus philomelos,0.11,FALSE
SiteD_20250503_071013.wav,Turdus philomelos,0.45,FALSE
SiteD_20250521_061200.wav,Turdus philomelos,0.92,TRUE
SiteD_20250516_072223.wav,Turdus philomelos,0.95,TRUE
SiteD_20250506_062214.wav,Turdus philomelos,0.67,TRUE
SiteD_20250503_073853.wav,Turdus philomelos,0.26,TRUE
SiteD_20250505_052946.wav,Turdus philomelos,0.21,FALSE
SiteD_20250530_073308.wav,Turdus philomelos,0.48,FALSE
SiteD_20250504_085251.wav,Turdus philomelos,0.5,TRUE
SiteD_20250511_083328.wav,Turdus philomelos,0.76,TRUE
SiteD_20250429_040703.wav,Turdus philomelos,0.24,FALSE
SiteD_20250522_061917.wav,Turdus philomelos,0.76,TRUE
SiteD_20250511_053903.wav,Turdus philomelos,0.46,TRUE
SiteD_20250515_063833.wav,Turdus philomelos,0.72,FALSE
SiteD_20250505_073617.wav,Turdus philomelos,0.39,TRUE
SiteD_20250521_093404.wav,Turdus philomelos,0.38,FALSE
SiteD_20250429_091602.wav,Turdus philomelos,0.21,TRUE
SiteD_20250518_073202.wav,Turdus philomelos,0.11,FALSE
SiteD_20250516_080451.wav,Turdus philomelos,0.35,FALSE
SiteD_20250510_061316.wav,Turdus philomelos,0.21,TRUE
SiteD_20250429_060314.wav,Turdus philomelos,0.44,FALSE
SiteD_20250506_090604.wav,Turdus philomelos,0.93,TRUE
SiteD_20250514_053637.wav,Turdus philomelos,0.45,TRUE
SiteD_20250506_093844.wav,Turdus philomelos,0.29,FALSE
SiteD_20250514_062839.wav,Turdus philomelos,0.74,TRUE
SiteD_20250522_092044.wav,Turdus philomelos,0.7,TRUE
SiteD_20250518_042235.wav,Turdus philomelos,0.39,FALSE
SiteD_20250505_082108.wav,Turdus philomelos,0.69,TRUE
SiteD_20250515_080624.wav,Turdus philomelos,0.51,TRUE
SiteD_20250514_094840.wav,Turdus philomelos,0.14,FALSE
SiteD_20250510_094024.wav,Turdus philomelos,0.71,FALSE
SiteD_20250518_071624.wav,Turdus philomelos,0.87,TRUE
