file,species,score
SiteB_20250514_040605.wav,Turdus philomelos,0.53
SiteB_20250514_064707.wav,Turdus philomelos,0.28
SiteB_20250514_074935.wav,Turdus philomelos,0.83
SiteB_20250514_061330.wav,Phylloscopus trochilus,0.54
SiteB_20250514_062027.wav,Phylloscopus trochilus,0.68
SiteB_20250515_074242.wav,Turdus philomelos,0.49
SiteB_20250515_044348.wav,Turdus philomelos,0.31
SiteB_20250515_051216.wav,Turdus philomelos,0.37
SiteB_20250515_044654.wav,Turdus philomelos,0.24
SiteB_20250515_074443.wav,Turdus philomelos,0.63
SiteB_20250515_043015.wav,Turdus philomelos,0.23
SiteB_20250515_093256.wav,Turdus philomelos,0.26
SiteB_20250515_071159.wav,Turdus philomelos,0.41
SiteB_20250515_075959.wav,Turdus philomelos,0.27
SiteB_20250515_070028.wav,Phylloscopus trochilus,0.65
SiteB_20250515_085715.wav,Phylloscopus trochilus,0.72
SiteB_20250515_094648.wav,Phylloscopus trochilus,0.84
SiteB_20250516_062220.wav,Turdus philomelos,0.12
SiteB_20250516_061007.wav,Turdus philomelos,0.65
SiteB_20250516_072010.wav,Turdus philomelos,0.52
SiteB_20250516_072643.wav,Turdus philomelos,0.42
SiteB_20250516_043616.wav,Turdus philomelos,0.89
SiteB_20250516_060201.wav,Turdus philomelos,0.17
SiteB_20250516_043324.wav,Turdus philomelos,0.89
SiteB_20250516_041153.wav,Turdus philomelos,0.27
SiteB_20250516_071931.wav,Turdus philomelos,0.29
SiteB_20250516_085808.wav,Turdus philomelos,0.88
SiteB_20250516_065540.wav,Turdus philomelos,0.15
SiteB_20250516_043744.wav,Phylloscopus trochilus,0.99
SiteB_20250516_080632.wav,Phylloscopus trochilus,0.71
SiteB_20250516_045609.wav,Phylloscopus trochilus,0.49
SiteB_20250517_093501.wav,Turdus philomelos,0.82
SiteB_20250517_084123.wav,Turdus philomelos,0.7
SiteB_20250517_094202.wav,Turdus philomelos,0.52
SiteB_20250517_040828.wav,Turdus philomelos,0.15
SiteB_20250517_050720.wav,Turdus philomelos,0.31
SiteB_20250517_081330.wav,Phylloscopus trochilus,0.31
SiteB_20250517_045614.wav,Phylloscopus trochilus,0.16
SiteB_20250517_082648.wav,Phylloscopus trochilus,0.55
SiteB_20250518_045705.wav,Turdus philomelos,0.59
SiteB_20250518_075448.wav,Turdus philomelos,0.95
SiteB_20250518_074534.wav,Turdus philomelos,0.18
SiteB_20250518_073145.wav,Turdus philomelos,0.95
SiteB_20250518_082321.wav,Turdus philomelos,0.75
SiteB_20250518_093815.wav,Turdus philomelos,0.93
SiteB_20250518_052155.wav,Turdus philomelos,0.65
SiteB_20250518_053735.wav,Phylloscopus trochilus,0.26
SiteB_20250518_092056.wav,Phylloscopus trochilus,0.76
SiteB_20250518_081822.wav,Phylloscopus trochilus,0.63
SiteB_20250519_062253.wav,Turdus philomelos,0.4
SiteB_20250519_081454.wav,Turdus philomelos,0.87
SiteB_20250519_080802.wav,Turdus philomelos,0.62
SiteB_20250519_085040.wav,Turdus philomelos,0.47
SiteB_20250519_093055.wav,Turdus philomelos,0.94
SiteB_20250519_041444.wav,Turdus philomelos,0.52
SiteB_20250519_053609.wav,Phylloscopus trochilus,0.52
SiteB_20250519_050558.wav,Phylloscopus trochilus,0.99
SiteB_20250519_044056.wav,Phylloscopus trochilus,0.93
SiteB_20250520_062725.wav,Turdus philomelos,0.37
SiteB_20250520_071426.wav,Turdus philomelos,0.82
SiteB_20250520_050300.wav,Turdus philomelos,0.82
SiteB_20250520_055528.wav,Turdus philomelos,0.45
SiteB_20250520_064033.wav,Turdus philomelos,0.44
SiteB_20250520_083957.wav,Turdus philomelos,0.68
SiteB_20250520_063852.wav,Phylloscopus trochilus,0.69
SiteB_20250520_084904.wav,Phylloscopus trochilus,0.56
SiteB_20250520_062641.wav,Phylloscopus trochilus,0.23
SiteB_20250520_090917.wav,Phylloscopus trochilus,0.65
SiteB_20250520_071126.wav,Phylloscopus trochilus,0.14
SiteB_20250520_084204.wav,Phylloscopus trochilus,0.55
SiteB_20250520_060507.wav,Phylloscopus trochilus,0.77
SiteB_20250520_051036.wav,Phylloscopus trochilus,0.78
SiteB_20250520_040835.wav,Phylloscopus trochilus,0.16
SiteB_20250520_072737.wav,Fringilla coelebs,0.55
SiteB_20250521_071836.wav,Turdus philomelos,0.64
SiteB_20250521_061856.wav,Turdus philomelos,0.76
SiteB_20250521_070110.wav,Phylloscopus trochilus,0.2
SiteB_20250521_042149.wav,Phylloscopus trochilus,0.62
SiteB_20250521_083449.wav,Phylloscopus trochilus,0.82
SiteB_20250521_085616.wav,Phylloscopus trochilus,0.31
SiteB_20250521_044657.wav,Phylloscopus trochilus,0.75
SiteB_20250521_074434.wav,Phylloscopus trochilus,0.85
SiteB_20250521_055325.wav,Phylloscopus trochilus,0.21
SiteB_20250521_065418.wav,Phylloscopus trochilus,0.96
SiteB_20250521_042723.wav,Fringilla coelebs,0.83
SiteB_20250521_083240.wav,Fringilla coelebs,0.27
SiteB_20250522_054812.wav,Phylloscopus trochilus,0.93
SiteB_20250522_054137.wav,Phylloscopus trochilus,0.22
SiteB_20250522_075507.wav,Phylloscopus trochilus,0.53
SiteB_20250522_075503.wav,Phylloscopus trochilus,0.52
SiteB_20250522_054518.wav,Phylloscopus trochilus,0.73
SiteB_20250522_055456.wav,Phylloscopus trochilus,0.16
SiteB_20250522_071004.wav,Phylloscopus trochilus,0.76
SiteB_20250522_080229.wav,Phylloscopus trochilus,0.46
SiteB_20250522_094614.wav,Phylloscopus trochilus,0.52
SiteB_20250522_063456.wav,Phylloscopus trochilus,0.75
SiteB_20250522_072100.wav,Fringilla coelebs,1
SiteB_20250523_051429.wav,Turdus philomelos,0.85
SiteB_20250523_064853.wav,Turdus philomelos,0.79
SiteB_20250523_044832.wav,Turdus philomelos,0.2
SiteB_20250523_055707.wav,Turdus philomelos,0.86
SiteB_20250523_082544.wav,Phylloscopus trochilus,0.99
SiteB_20250523_073432.wav,Phylloscopus trochilus,0.14
SiteB_20250523_064205.wav,Phylloscopus trochilus,0.77
SiteB_20250523_052436.wav,Phylloscopus trochilus,0.48
SiteB_20250523_084209.wav,Phylloscopus trochilus,0.62
SiteB_20250523_045202.wav,Phylloscopus trochilus,0.85
SiteB_20250523_040640.wav,Phylloscopus trochilus,0.11
SiteB_20250523_043030.wav,Phylloscopus trochilus,0.11
SiteB_20250523_064530.wav,Phylloscopus trochilus,1
SiteB_20250523_050921.wav,Fringilla coelebs,0.38
SiteB_20250523_042450.wav,Fringilla coelebs,0.83
SiteB_20250524_051702.wav,Turdus philomelos,0.28
SiteB_20250524_074940.wav,Turdus philomelos,0.68
SiteB_20250524_041826.wav,Turdus philomelos,0.49
SiteB_20250524_072656.wav,Turdus philomelos,0.94
SiteB_20250524_080739.wav,Turdus philomelos,0.99
SiteB_20250524_061145.wav,Turdus philomelos,0.51
SiteB_20250524_052515.wav,Phylloscopus trochilus,0.73
SiteB_20250524_095545.wav,Phylloscopus trochilus,0.6
SiteB_20250524_080603.wav,Phylloscopus trochilus,0.63
SiteB_20250524_082823.wav,Phylloscopus trochilus,0.49
SiteB_20250524_062159.wav,Phylloscopus trochilus,0.48
SiteB_20250524_055321.wav,Fringilla coelebs,0.51
SiteB_20250524_042356.wav,Fringilla coelebs,0.96
SiteB_20250525_060641.wav,Turdus philomelos,0.3
SiteB_20250525_054410.wav,Turdus philomelos,0.48
SiteB_20250525_045150.wav,Turdus philomelos,0.48
SiteB_20250525_042201.wav,Phylloscopus trochilus,0.44
SiteB_20250525_074043.wav,Phylloscopus trochilus,0.48
SiteB_20250525_065230.wav,Phylloscopus trochilus,0.27
SiteB_20250525_052008.wav,Fringilla coelebs,0.11
SiteB_20250525_060849.wav,Fringilla coelebs,0.76
SiteB_20250526_071523.wav,Turdus philomelos,0.76
SiteB_20250526_054924.wav,Phylloscopus trochilus,0.14
SiteB_20250526_072600.wav,Phylloscopus trochilus,0.48
SiteB_20250526_091121.wav,Fringilla coelebs,0.3
SiteB_20250526_041040.wav,Fringilla coelebs,0.85
SiteB_20250527_080051.wav,Turdus philomelos,0.91
SiteB_20250527_062857.wav,Turdus philomelos,0.47
SiteB_20250527_092044.wav,Phylloscopus trochilus,0.33
SiteB_20250527_063425.wav,Phylloscopus trochilus,0.44
SiteB_20250527_072247.wav,Phylloscopus trochilus,0.31
SiteB_20250527_095916.wav,Phylloscopus trochilus,0.94
SiteB_20250527_045927.wav,Phylloscopus trochilus,0.53
SiteB_20250527_084540.wav,Phylloscopus trochilus,0.14
SiteB_20250527_095555.wav,Phylloscopus trochilus,0.8
SiteB_20250527_065421.wav,Fringilla coelebs,0.6
SiteB_20250528_092702.wav,Turdus philomelos,0.35
SiteB_20250528_045828.wav,Phylloscopus trochilus,0.48
SiteB_20250528_061954.wav,Phylloscopus trochilus,0.65
SiteB_20250528_044951.wav,Phylloscopus trochilus,0.98
SiteB_20250528_045948.wav,Phylloscopus trochilus,0.97
SiteB_20250529_063114.wav,Turdus philomelos,0.46
SiteB_20250529_060632.wav,Phylloscopus trochilus,0.39
SiteB_20250529_061038.wav,Phylloscopus trochilus,0.71
SiteB_20250529_075028.wav,Phylloscopus trochilus,0.36
SiteB_20250529_073713.wav,Phylloscopus trochilus,0.45
SiteB_20250529_095633.wav,Phylloscopus trochilus,0.99
SiteB_20250529_074733.wav,Phylloscopus trochilus,0.81
SiteB_20250529_041259.wav,Phylloscopus trochilus,0.38
SiteB_20250529_094718.wav,Fringilla coelebs,0.3
SiteB_20250529_041324.wav,Fringilla coelebs,0.55
SiteB_20250529_092853.wav,Fringilla coelebs,0.25
SiteB_20250529_061434.wav,Fringilla coelebs,0.21
SiteB_20250530_045750.wav,Turdus philomelos,0.18
SiteB_20250530_050618.wav,Turdus philomelos,0.88
SiteB_20250530_060053.wav,Phylloscopus trochilus,0.12
SiteB_20250530_041539.wav,Phylloscopus trochilus,0.81
SiteB_20250530_085925.wav,Phylloscopus trochilus,0.42
SiteB_20250530_090625.wav,Phylloscopus trochilus,0.12
SiteB_20250530_093334.wav,Phylloscopus trochilus,0.77
SiteB_20250530_060133.wav,Phylloscopus trochilus,0.13
SiteB_20250530_093616.wav,Fringilla coelebs,0.33
SiteB_20250530_085559.wav,Fringilla coelebs,0.55
SiteB_20250530_094712.wav,Fringilla coelebs,0.69
SiteB_20250531_052302.wav,Phylloscopus trochilus,0.19
SiteB_20250531_042519.wav,Phylloscopus trochilus,0.83
SiteB_20250531_042108.wav,Phylloscopus trochilus,0.66
SiteB_20250531_054135.wav,Phylloscopus trochilus,0.67
SiteB_20250531_062545.wav,Phylloscopus trochilus,0.45
SiteB_20250531_072049.wav,Fringilla coelebs,0.41
SiteB_20250531_084302.wav,Fringilla coelebs,0.81
SiteB_20250531_095211.wav,Fringilla coelebs,0.9
SiteB_20250601_064957.wav,Turdus philomelos,0.63
SiteB_20250601_064018.wav,Phylloscopus trochilus,0.17
SiteB_20250601_095124.wav,Phylloscopus trochilus,0.63
SiteB_20250601_052742.wav,Phylloscopus trochilus,0.26
SiteB_20250601_045229.wav,Phylloscopus trochilus,0.77
SiteB_20250601_040515.wav,Phylloscopus trochilus,0.36
SiteB_20250601_084339.wav,Phylloscopus trochilus,0.68
SiteB_20250601_073246.wav,Phylloscopus trochilus,0.21
SiteB_20250601_051517.wav,Fringilla coelebs,0.84
SiteB_20250601_090759.wav,Fringilla coelebs,0.82
SiteB_20250602_081724.wav,Phylloscopus trochilus,0.22
SiteB_20250602_091438.wav,Phylloscopus trochilus,0.65
SiteB_20250602_042233.wav,Phylloscopus trochilus,0.52
SiteB_20250602_081448.wav,Phylloscopus trochilus,0.6
SiteB_20250602_084043.wav,Phylloscopus trochilus,0.76
SiteB_20250602_060352.wav,Phylloscopus trochilus,0.52
SiteB_20250602_055124.wav,Phylloscopus trochilus,0.99
SiteB_20250602_093142.wav,Phylloscopus trochilus,0.99
SiteB_20250602_083128.wav,Phylloscopus trochilus,0.45
SiteB_20250602_064630.wav,Phylloscopus trochilus,0.65
SiteB_20250602_072351.wav,Phylloscopus trochilus,0.41
SiteB_20250602_053854.wav,Fringilla coelebs,0.31
SiteB_20250602_085818.wav,Fringilla coelebs,0.11
SiteB_20250602_075415.wav,Fringilla coelebs,0.12
SiteB_20250602_054549.wav,Fringilla coelebs,0.15
SiteB_20250603_053902.wav,Turdus philomelos,0.52
SiteB_20250603_090920.wav,Phylloscopus trochilus,0.62
SiteB_20250603_075557.wav,Phylloscopus trochilus,0.27
SiteB_20250603_044009.wav,Phylloscopus trochilus,0.65
SiteB_20250603_050644.wav,Phylloscopus trochilus,0.9
SiteB_20250603_070327.wav,Phylloscopus trochilus,0.81
SiteB_20250603_070945.wav,Phylloscopus trochilus,0.55
SiteB_20250603_083218.wav,Phylloscopus trochilus,0.48
SiteB_20250603_052213.wav,Phylloscopus trochilus,0.69
SiteB_20250603_060019.wav,Phylloscopus trochilus,0.9
SiteB_20250603_054303.wav,Phylloscopus trochilus,0.9
SiteB_20250603_061348.wav,Fringilla coelebs,0.33
SiteB_20250603_095241.wav,Fringilla coelebs,0.2
SiteB_20250604_073013.wav,Turdus philomelos,0.2
SiteB_20250604_053311.wav,Phylloscopus trochilus,0.79
SiteB_20250604_071107.wav,Phylloscopus trochilus,0.95
SiteB_20250604_053834.wav,Phylloscopus trochilus,0.52
SiteB_20250604_052221.wav,Phylloscopus trochilus,0.95
SiteB_20250604_075414.wav,Phylloscopus trochilus,0.81
SiteB_20250604_095257.wav,Phylloscopus trochilus,0.89
SiteB_20250604_055401.wav,Phylloscopus trochilus,0.46
SiteB_20250604_040055.wav,Phylloscopus trochilus,0.19
SiteB_20250604_095006.wav,Phylloscopus trochilus,0.35
SiteB_20250604_063437.wav,Phylloscopus trochilus,0.75
SiteB_20250604_055619.wav,Fringilla coelebs,0.44
SiteB_20250604_053548.wav,Fringilla coelebs,0.13
SiteB_20250604_064301.wav,Fringilla coelebs,0.57
SiteB_20250604_091644.wav,Fringilla coelebs,0.21
SiteB_20250605_062012.wav,Turdus philomelos,0.17
SiteB_20250605_094215.wav,Phylloscopus trochilus,0.87
SiteB_20250605_051607.wav,Phylloscopus trochilus,0.13
SiteB_20250605_052853.wav,Phylloscopus trochilus,0.35
SiteB_20250605_041807.wav,Phylloscopus trochilus,0.68
SiteB_20250605_091525.wav,Phylloscopus trochilus,0.81
SiteB_20250605_073800.wav,Phylloscopus trochilus,0.46
SiteB_20250605_084958.wav,Phylloscopus trochilus,0.94
SiteB_20250605_090815.wav,Phylloscopus trochilus,0.45
SiteB_20250605_041928.wav,Phylloscopus trochilus,0.48
SiteB_20250605_043310.wav,Fringilla coelebs,0.65
SiteB_20250605_045846.wav,Fringilla coelebs,0.6
SiteB_20250605_072052.wav,Fringilla coelebs,0.14
SiteB_20250605_050317.wav,Fringilla coelebs,0.77
SiteB_20250606_050432.wav,Phylloscopus trochilus,0.57
SiteB_20250606_074629.wav,Phylloscopus trochilus,0.67
SiteB_20250606_071846.wav,Phylloscopus trochilus,0.66
SiteB_20250606_081346.wav,Phylloscopus trochilus,0.36
SiteB_20250606_072350.wav,Phylloscopus trochilus,0.3
SiteB_20250606_064129.wav,Phylloscopus trochilus,0.59
SiteB_20250606_042258.wav,Phylloscopus trochilus,1
SiteB_20250606_052202.wav,Fringilla coelebs,0.39
SiteB_20250606_095821.wav,Fringilla coelebs,0.13
SiteB_20250606_083112.wav,Fringilla coelebs,0.57
SiteB_20250606_075232.wav,Fringilla coelebs,0.64
SiteB_20250607_090644.wav,Phylloscopus trochilus,0.54
SiteB_20250607_062945.wav,Phylloscopus trochilus,0.17
SiteB_20250607_043847.wav,Phylloscopus trochilus,0.33
SiteB_20250607_084923.wav,Phylloscopus trochilus,0.89
SiteB_20250607_072229.wav,Phylloscopus trochilus,0.87
SiteB_20250607_065344.wav,Phylloscopus trochilus,0.86
SiteB_20250607_063210.wav,Phylloscopus trochilus,0.95
SiteB_20250607_043127.wav,Phylloscopus trochilus,0.69
SiteB_20250607_080018.wav,Phylloscopus trochilus,0.54
SiteB_20250607_090355.wav,Phylloscopus trochilus,0.27
SiteB_20250607_085450.wav,Fringilla coelebs,0.18
SiteB_20250607_053550.wav,Fringilla coelebs,0.52
SiteB_20250607_085231.wav,Fringilla coelebs,0.94
SiteB_20250607_061146.wav,Fringilla coelebs,0.86
SiteB_20250607_050146.wav,Fringilla coelebs,0.74
SiteB_20250607_052415.wav,Fringilla coelebs,0.21
SiteB_20250607_072903.wav,Fringilla coelebs,0.64
SiteB_20250608_073454.wav,Turdus philomelos,0.65
SiteB_20250608_065930.wav,Turdus philomelos,0.35
SiteB_20250608_053038.wav,Phylloscopus trochilus,0.17
SiteB_20250608_095155.wav,Phylloscopus trochilus,0.89
SiteB_20250608_072919.wav,Fringilla coelebs,0.95
SiteB_20250608_045313.wav,Fringilla coelebs,0.6
SiteB_20250608_091740.wav,Fringilla coelebs,0.56
SiteB_20250608_094823.wav,Fringilla coelebs,0.95
SiteB_20250608_090802.wav,Fringilla coelebs,0.2
SiteB_20250609_080643.wav,Turdus philomelos,0.44
SiteB_20250609_052242.wav,Phylloscopus trochilus,0.38
SiteB_20250609_051641.wav,Phylloscopus trochilus,0.17
SiteB_20250609_075411.wav,Phylloscopus trochilus,0.8
SiteB_20250609_043014.wav,Phylloscopus trochilus,0.27
SiteB_20250609_061228.wav,Phylloscopus trochilus,0.69
SiteB_20250609_081110.wav,Fringilla coelebs,0.28
SiteB_20250609_075401.wav,Fringilla coelebs,1
SiteB_20250609_084147.wav,Fringilla coelebs,0.5
SiteB_20250609_055642.wav,Fringilla coelebs,0.13
SiteB_20250609_074153.wav,Fringilla coelebs,0.94
SiteB_20250609_045445.wav,Fringilla coelebs,0.88
SiteB_20250610_062143.wav,Phylloscopus trochilus,0.83
SiteB_20250610_055610.wav,Phylloscopus trochilus,0.96
SiteB_20250610_063620.wav,Phylloscopus trochilus,0.87
SiteB_20250610_042006.wav,Fringilla coelebs,0.97
SiteB_20250610_054327.wav,Fringilla coelebs,0.6
SiteB_20250610_065521.wav,Fringilla coelebs,0.1
SiteB_20250610_094857.wav,Fringilla coelebs,0.22
SiteB_20250611_054945.wav,Phylloscopus trochilus,0.8
SiteB_20250611_065957.wav,Phylloscopus trochilus,0.94
SiteB_20250611_042300.wav,Phylloscopus trochilus,0.43
SiteB_20250611_050325.wav,Phylloscopus trochilus,0.98
SiteB_20250611_075957.wav,Phylloscopus trochilus,0.84
SiteB_20250611_094104.wav,Phylloscopus trochilus,0.81
SiteB_20250611_055505.wav,Fringilla coelebs,0.97
SiteB_20250611_051125.wav,Fringilla coelebs,0.55
SiteB_20250611_043959.wav,Fringilla coelebs,0.9
SiteB_20250611_085703.wav,Fringilla coelebs,0.46
SiteB_20250611_045821.wav,Fringilla coelebs,0.5
SiteB_20250611_064054.wav,Fringilla coelebs,0.94
SiteB_20250611_073421.wav,Fringilla coelebs,0.71
SiteB_20250611_092130.wav,Fringilla coelebs,0.12
SiteB_20250612_042042.wav,Phylloscopus trochilus,0.48
SiteB_20250612_051659.wav,Phylloscopus trochilus,0.99
SiteB_20250612_095150.wav,Phylloscopus trochilus,0.9
SiteB_20250612_091130.wav,Phylloscopus trochilus,0.41
SiteB_20250612_091040.wav,Fringilla coelebs,0.92
SiteB_20250612_042253.wav,Fringilla coelebs,0.71
SiteB_20250612_081414.wav,Fringilla coelebs,0.68
SiteB_20250612_053046.wav,Fringilla coelebs,0.23
SiteB_20250612_092748.wav,Fringilla coelebs,0.64
SiteB_20250612_081606.wav,Fringilla coelebs,0.35
SiteB_20250612_072921.wav,Fringilla coelebs,0.51
SiteB_20250612_060818.wav,Fringilla coelebs,0.3
SiteB_20250612_071523.wav,Fringilla coelebs,0.33
SiteB_20250613_072644.wav,Phylloscopus trochilus,0.24
SiteB_20250613_092710.wav,Phylloscopus trochilus,0.34
SiteB_20250613_072539.wav,Phylloscopus trochilus,0.74
SiteB_20250613_085611.wav,Fringilla coelebs,0.22
SiteB_20250613_085912.wav,Fringilla coelebs,0.16
SiteB_20250613_053208.wav,Fringilla coelebs,0.97
SiteB_20250613_062415.wav,Fringilla coelebs,0.43
SiteB_20250613_042920.wav,Fringilla coelebs,0.71
SiteB_20250613_070935.wav,Fringilla coelebs,0.86
SiteB_20250613_045345.wav,Fringilla coelebs,0.32
SiteB_20250613_055740.wav,Fringilla coelebs,0.13
SiteB_20250614_053233.wav,Phylloscopus trochilus,0.43
SiteB_20250614_043801.wav,Phylloscopus trochilus,0.4
SiteB_20250614_054356.wav,Phylloscopus trochilus,0.68
SiteB_20250614_072753.wav,Phylloscopus trochilus,0.96
SiteB_20250614_051857.wav,Phylloscopus trochilus,0.64
SiteB_20250614_091303.wav,Fringilla coelebs,0.24
SiteB_20250614_040245.wav,Fringilla coelebs,0.86
SiteB_20250614_063646.wav,Fringilla coelebs,0.29
SiteB_20250614_064325.wav,Fringilla coelebs,0.7
SiteB_20250614_073235.wav,Fringilla coelebs,0.66
SiteB_20250614_090136.wav,Fringilla coelebs,0.14
SiteB_20250614_094556.wav,Fringilla coelebs,0.95
SiteB_20250614_090640.wav,Fringilla coelebs,0.62
SiteB_20250615_044645.wav,Turdus philomelos,0.57
SiteB_20250615_061605.wav,Phylloscopus trochilus,0.64
SiteB_20250615_094431.wav,Phylloscopus trochilus,0.82
SiteB_20250615_043937.wav,Fringilla coelebs,0.53
SiteB_20250615_061851.wav,Fringilla coelebs,0.52
SiteB_20250615_052153.wav,Fringilla coelebs,0.66
SiteB_20250615_055621.wav,Fringilla coelebs,0.5
SiteB_20250615_073228.wav,Fringilla coelebs,0.64
SiteB_20250615_085833.wav,Fringilla coelebs,0.1
SiteB_20250615_073450.wav,Fringilla coelebs,1
SiteB_20250615_050430.wav,Fringilla coelebs,0.47
SiteB_20250615_082250.wav,Fringilla coelebs,0.21
SiteB_20250616_070132.wav,Turdus philomelos,0.59
SiteB_20250616_095700.wav,Phylloscopus trochilus,0.13
SiteB_20250616_093828.wav,Phylloscopus trochilus,0.89
SiteB_20250616_042143.wav,Phylloscopus trochilus,0.75
SiteB_20250616_051656.wav,Phylloscopus trochilus,0.79
SiteB_20250616_045111.wav,Fringilla coelebs,0.55
SiteB_20250616_063133.wav,Fringilla coelebs,0.93
SiteB_20250616_054433.wav,Fringilla coelebs,0.29
SiteB_20250616_093147.wav,Fringilla coelebs,0.12
SiteB_20250616_085932.wav,Fringilla coelebs,0.38
SiteB_20250616_085141.wav,Fringilla coelebs,0.69
SiteB_20250616_055827.wav,Fringilla coelebs,0.38
SiteB_20250616_090353.wav,Fringilla coelebs,0.95
SiteB_20250616_043348.wav,Fringilla coelebs,0.8
SiteB_20250616_070309.wav,Fringilla coelebs,0.41
SiteB_20250616_080726.wav,Fringilla coelebs,0.53
SiteB_20250617_050240.wav,Phylloscopus trochilus,0.54
SiteB_20250617_093018.wav,Phylloscopus trochilus,0.11
SiteB_20250617_074044.wav,Phylloscopus trochilus,0.68
SiteB_20250617_050739.wav,Fringilla coelebs,0.77
SiteB_20250617_083843.wav,Fringilla coelebs,0.37
SiteB_20250617_093957.wav,Fringilla coelebs,0.92
SiteB_20250617_080327.wav,Fringilla coelebs,0.87
SiteB_20250617_072152.wav,Fringilla coelebs,0.52
SiteB_20250617_065220.wav,Fringilla coelebs,0.16
SiteB_20250618_065024.wav,Phylloscopus trochilus,0.99
SiteB_20250618_062313.wav,Phylloscopus trochilus,0.4
SiteB_20250618_085608.wav,Fringilla coelebs,0.94
SiteB_20250618_083020.wav,Fringilla coelebs,0.62
SiteB_20250618_062310.wav,Fringilla coelebs,0.72
SiteB_20250618_092355.wav,Fringilla coelebs,0.18
SiteB_20250618_051031.wav,Fringilla coelebs,0.88
SiteB_20250618_092655.wav,Fringilla coelebs,0.55
SiteB_20250618_064227.wav,Fringilla coelebs,0.3
SiteB_20250618_093738.wav,Fringilla coelebs,0.47
SiteB_20250618_073552.wav,Fringilla coelebs,0.9
SiteB_20250619_080033.wav,Phylloscopus trochilus,0.35
SiteB_20250619_045047.wav,Phylloscopus trochilus,0.84
SiteB_20250619_073453.wav,Fringilla coelebs,0.43
SiteB_20250619_071007.wav,Fringilla coelebs,0.31
SiteB_20250619_043402.wav,Fringilla coelebs,0.94
SiteB_20250619_071727.wav,Fringilla coelebs,0.47
SiteB_20250619_080710.wav,Fringilla coelebs,0.22
SiteB_20250619_044753.wav,Fringilla coelebs,0.92
SiteB_20250620_043505.wav,Phylloscopus trochilus,0.23
SiteB_20250620_065727.wav,Phylloscopus trochilus,0.42
SiteB_20250620_053340.wav,Phylloscopus trochilus,0.32
SiteB_20250620_043059.wav,Fringilla coelebs,0.81
SiteB_20250620_041732.wav,Fringilla coelebs,0.28
SiteB_20250620_043929.wav,Fringilla coelebs,0.45
SiteB_20250620_053146.wav,Fringilla coelebs,0.39
SiteB_20250621_045700.wav,Phylloscopus trochilus,0.99
SiteB_20250621_095209.wav,Fringilla coelebs,0.76
SiteB_20250621_055757.wav,Fringilla coelebs,0.98
SiteB_20250621_082831.wav,Fringilla coelebs,0.6
SiteB_20250621_074301.wav,Fringilla coelebs,0.45
SiteB_20250621_051615.wav,Fringilla coelebs,0.84
SiteB_20250621_053718.wav,Fringilla coelebs,0.2
SiteB_20250622_071423.wav,Phylloscopus trochilus,0.35
SiteB_20250622_095235.wav,Fringilla coelebs,0.88
SiteB_20250622_072008.wav,Fringilla coelebs,0.61
SiteB_20250622_085130.wav,Fringilla coelebs,0.6
SiteB_20250622_081223.wav,Fringilla coelebs,0.63
SiteB_20250622_062655.wav,Fringilla coelebs,0.76
SiteB_20250623_083758.wav,Phylloscopus trochilus,0.15
SiteB_20250623_042206.wav,Fringilla coelebs,0.63
SiteB_20250623_070958.wav,Fringilla coelebs,0.67
SiteB_20250623_064406.wav,Fringilla coelebs,0.66
SiteB_20250623_091548.wav,Fringilla coelebs,0.17
SiteB_20250623_083409.wav,Fringilla coelebs,0.17
SiteB_20250623_075035.wav,Fringilla coelebs,0.72
SiteB_20250623_094027.wav,Fringilla coelebs,0.85
SiteB_20250623_094605.wav,Fringilla coelebs,0.23
SiteB_20250624_063726.wav,Phylloscopus trochilus,0.99
SiteB_20250624_092838.wav,Fringilla coelebs,0.61
SiteB_20250624_090834.wav,Fringilla coelebs,0.44
SiteB_20250624_095346.wav,Fringilla coelebs,0.57
SiteB_20250624_094753.wav,Fringilla coelebs,0.17
SiteB_20250624_095106.wav,Fringilla coelebs,0.58
SiteB_20250624_041855.wav,Fringilla coelebs,0.96
SiteB_20250624_045418.wav,Fringilla coelebs,0.58
SiteB_20250625_063500.wav,Fringilla coelebs,0.14
SiteB_20250625_092952.wav,Fringilla coelebs,0.24
SiteB_20250625_072131.wav,Fringilla coelebs,0.52
SiteB_20250626_084426.wav,Turdus philomelos,0.35
SiteB_20250626_092748.wav,Phylloscopus trochilus,0.57
SiteB_20250626_083819.wav,Fringilla coelebs,0.12
SiteB_20250626_084742.wav,Fringilla coelebs,0.7
SiteB_20250626_075903.wav,Fringilla coelebs,0.16
SiteB_20250626_095906.wav,Fringilla coelebs,0.85
SiteB_20250626_081011.wav,Fringilla coelebs,0.22
SiteB_20250627_072208.wav,Phylloscopus trochilus,0.33
SiteB_20250627_064906.wav,Fringilla coelebs,0.79
SiteB_20250627_091318.wav,Fringilla coelebs,0.29
SiteB_20250627_093532.wav,Fringilla coelebs,0.34
SiteB_20250627_095925.wav,Fringilla coelebs,0.58
SiteB_20250628_084639.wav,Fringilla coelebs,0.6
SiteB_20250628_094759.wav,Fringilla coelebs,0.24
SiteB_20250628_090916.wav,Fringilla coelebs,0.99
SiteB_20250628_054218.wav,Fringilla coelebs,0.32
SiteB_20250628_055119.wav,Fringilla coelebs,0.22
